"site.id.c","visit.no","idnew","sample.type","doc.result","therm.sav","chl","st.nla2012","us.l3code","domean","tempmean","tbot","do.hyp.fail","do.hyp.pass","yday.x","st.nla2012.1","year","tmax","index.lat.dd","index.lon.dd","index.site.depth","elevation","area.ha","tmean.pt","tmin.pt","biov.cyano","mc","biov.tot","prop.cyano","zbiomass","zdensity","ntl.result","no3no2.result","doc.result.1","ptl.result","turb.result"
"NLA06608-0797",1,NA,"MICX",5.12,NA,4.24,"NV",13,NA,NA,22.2,NA,NA,178,"NV","07",22.2,39.46727638,-114.854418,1.6,1842,82.68851601,8.1,NA,NA,NA,NA,NA,NA,NA,418,5,5.12,24,5.32
"NLA06608-0802",1,NA,"MICX",6.9,1.75,5.232,"MA",58,0.4,19.1,19.1,1,0,200,"MA","07",22.6,42.7054837,-71.92427314,2.4,348.79,12.07934977,7.1,NA,NA,NA,NA,NA,NA,NA,361,5,6.9,18,2.41
"NLA06608-0804",1,NA,"MICX",4.98,NA,5.013,"KY",72,NA,NA,NA,NA,NA,230,"KY","07",NA,37.06874278,-87.66417602,4.95,138.38,20.415784266,14.428449705,8.63,NA,NA,NA,NA,NA,NA,335,5,4.98,13,2.04
"NLA06608-0804",1,"NLA12_KY-102--1--L","MICL",3.85,2.5,9.23,"KY",72,5.16666666666667,18.9666666666667,15,1,2,152,"KY","12",25.8,37.06874278,-87.66417602,4.95,138.38,20.415784266,14.428449705,8.63,71588.251,0.12747,168044.9168,0.426006643718961,73.6855,766.3873,379,28,3.85,25,4.71
"NLA06608-0804",1,"NLA12_KY-102--1--X","MICX",3.85,2.5,13.376,"KY",72,5.16666666666667,18.9666666666667,15,1,2,152,"KY","12",25.8,37.06874278,-87.66417602,4.95,138.38,20.415784266,14.428449705,8.63,45801.4752,0.14259,1252276.7252,0.0365745639748156,73.6855,766.3873,379,28,3.85,25,4.71
"NLA06608-0805",1,NA,"MICX",4.07,NA,2.272,"CT",58,NA,NA,21.07,0,5,233,"CT","07",21.41,41.897045135,-73.44709795,5.9,258.17,10.591720353,8.315264895,2.53,NA,NA,NA,NA,NA,NA,755,5,4.07,51,3.6
"NLA06608-0805",1,"NLA12_CT-105--1--L","MICL",3.85,NA,30.08,"CT",58,NA,NA,21.5,0,6,255,"CT","12",21.9,41.897045135,-73.44709795,5.9,258.17,10.591720353,8.315264895,2.53,508152.0423,0.5243,6531795.5454,0.0777966852709994,77.29615,457.902,763,2,3.85,69,3.57
"NLA06608-0805",1,"NLA12_CT-105--1--X","MICX",3.85,NA,26.08,"CT",58,NA,NA,21.5,0,6,255,"CT","12",21.9,41.897045135,-73.44709795,5.9,258.17,10.591720353,8.315264895,2.53,1507061.1698,0.58241,3302062.513,0.456399951202256,77.29615,457.902,763,2,3.85,69,3.57
"NLA06608-0806",1,NA,"MICX",7.26,3.5,8.32,"VT",58,0.4,14.9,13.8,2,0,249,"VT","07",19.9,44.32604728,-72.33303748,5,391.93,27.82759617,4.8,NA,NA,NA,NA,NA,NA,NA,427,5,7.26,20,3.31
"NLA06608-0807",1,NA,"MICX",21.43,NA,27.504,"SD",46,NA,NA,22.5,0,6,191,"SD","07",22.7,45.45337715,-97.669575175,6.75,533.4,22.4262661335,6.084559935,0.44,NA,3.1,NA,NA,NA,NA,1505,30,21.43,511,14.2
"NLA06608-0807",1,"NLA12_SD-110--1--X","MICX",18.36,NA,16.52,"SD",46,NA,NA,21.9,0,7,178,"SD","12",22.7,45.45337715,-97.669575175,6.75,533.4,22.4262661335,6.084559935,0.44,612113.5686,0.26794,5833241.8247,0.104935400759162,657.9897,750.805,1735,2,18.36,167,5.64
"NLA06608-0807",1,"NLA12_SD-110--1--L","MICL",18.36,NA,14.96,"SD",46,NA,NA,21.9,0,7,178,"SD","12",22.7,45.45337715,-97.669575175,6.75,533.4,22.4262661335,6.084559935,0.44,5823069.7868,0.26714,14031205.9994,0.415008502266235,657.9897,750.805,1735,2,18.36,167,5.64
"NLA06608-0808",1,NA,"MICX",7.98,NA,76.8,"MO",40,NA,NA,25.3,1,2,248,"MO","07",25.8,37.8078675066667,-94.2072650133333,3.03333333333333,253.52,11.754858924,13.424450075,7.28,NA,0.11,NA,NA,NA,NA,1748,5,7.98,126,18.5
"NLA06608-0808",1,"NLA12_MO-101--1--L","MICL",7.57,NA,60,"MO",40,NA,NA,29.2,1,2,205,"MO","12",29.6,37.8078675066667,-94.2072650133333,3.03333333333333,253.52,11.754858924,13.424450075,7.28,2006756.6905,NA,3340988.87,0.600647523408242,97.88395,2170.5795,1318,0,7.57,97,16.22
"NLA06608-0808",1,"NLA12_MO-101--1--X","MICX",7.57,NA,64.8,"MO",40,NA,NA,29.2,1,2,205,"MO","12",29.6,37.8078675066667,-94.2072650133333,3.03333333333333,253.52,11.754858924,13.424450075,7.28,816350.5467,NA,1085339.8328,0.752161232849944,97.88395,2170.5795,1318,0,7.57,97,16.22
"NLA06608-0808",2,"NLA12_MO-101--2--L","MICL",6.8,NA,53.5,"MO",40,NA,NA,19.8,0,3,263,"MO","12",20.3,37.8078675066667,-94.2072650133333,3.03333333333333,253.52,11.754858924,13.424450075,7.28,3333729.1978,0.15167,7733139.0531,0.431096502327034,71.0721,722.41425,1219,0,6.8,94,14.64
"NLA06608-0808",2,"NLA12_MO-101--2--X","MICX",6.8,NA,51.2,"MO",40,NA,NA,19.8,0,3,263,"MO","12",20.3,37.8078675066667,-94.2072650133333,3.03333333333333,253.52,11.754858924,13.424450075,7.28,1739556.9167,0.18321,3106747.2241,0.559928694296632,71.0721,722.41425,1219,0,6.8,94,14.64
"NLA06608-0809",1,NA,"MICX",8.72,4.5,3.008,"AZ",23,0.59,17.84,14.8,5,0,204,"AZ","07",22.7,34.27511413,-110.0619092,9.8,1906,61.37213903,10.2,NA,NA,NA,NA,NA,NA,NA,546,5,8.72,13,2.01
"NLA06608-0811",1,NA,"MICX",12.06,2.5,50.04,"IN",56,0.128571428571429,11.1142857142857,6.8,7,0,203,"IN","07",24.4,41.58503646,-84.93075504,9,305.54,7.092347657,9.4,NA,NA,NA,NA,NA,NA,NA,1224,5,12.06,51,7.84
"NLA06608-0812",1,NA,"MICX",7.29,2.5,6.448,"MS",74,0.403333333333333,18.1066666666667,14.38,3,0,178,"MS","07",28.61,31.891089525,-90.602194455,5.7,73.51,35.4987806745,18.398549805,12.05,NA,NA,NA,NA,NA,NA,357,5,7.29,11,3.3
"NLA06608-0812",1,"NLA12_MS-102--1--X","MICX",8.01,2.5,NA,"MS",74,0.8825,17.2,14.7,4,0,161,"MS","12",27.84,31.891089525,-90.602194455,5.7,73.51,35.4987806745,18.398549805,12.05,61141.0916,0.11086,582907.3628,0.104889894178568,10.7619,333.7005,521,2,8.01,36,3.42
"NLA06608-0812",1,"NLA12_MS-102--1--L","MICL",8.01,2.5,16.16,"MS",74,0.8825,17.2,14.7,4,0,161,"MS","12",27.84,31.891089525,-90.602194455,5.7,73.51,35.4987806745,18.398549805,12.05,87162.2032,NA,2292851.0072,0.0380147697893556,10.7619,333.7005,521,2,8.01,36,3.42
"NLA06608-0815",1,NA,"MICX",3.16,1.25,27.2,"GA",65,0.576666666666667,25.3266666666667,24.13,3,0,197,"GA","07",28.17,32.071068195,-84.293246325,3.35,110.89,32.2688069675,18.226400145,11.71,NA,NA,NA,NA,NA,NA,269,38,3.16,39,5.25
"NLA06608-0815",1,"NLA12_GA-103--1--X","MICX",3.24,2.5,24.48,"GA",65,0.25,24.05,23.5,2,0,233,"GA","12",28.1,32.071068195,-84.293246325,3.35,110.89,32.2688069675,18.226400145,11.71,228.804,NA,570559.7605,0.000401016713480621,34.88245,733.458,330,2,3.24,37,4.31
"NLA06608-0815",1,"NLA12_GA-103--1--L","MICL",3.24,2.5,12.3,"GA",65,0.25,24.05,23.5,2,0,233,"GA","12",28.1,32.071068195,-84.293246325,3.35,110.89,32.2688069675,18.226400145,11.71,3414.3051,NA,397912.2718,0.00858054737682508,34.88245,733.458,330,2,3.24,37,4.31
"NLA06608-0820",1,NA,"MICX",3.38,NA,120.8,"TN",71,NA,NA,25.6,NA,NA,217,"TN","07",25.6,36.042552845,-85.59085541,2.7,269.03,30.218389299,14.19335022,7.89,NA,NA,NA,NA,NA,NA,2841,1433,3.38,323,20.3
"NLA06608-0820",1,"NLA12_TN-103--1--L","MICL",2.45,NA,22.88,"TN",71,NA,NA,19.71,2,2,260,"TN","12",20.82,36.042552845,-85.59085541,2.7,269.03,30.218389299,14.19335022,7.89,156633.3083,NA,3631714.4915,0.0431293012340588,4.13955,69.73595,3000,2435,2.45,359,3.63
"NLA06608-0820",1,"NLA12_TN-103--1--X","MICX",2.45,NA,30.72,"TN",71,NA,NA,19.71,2,2,260,"TN","12",20.82,36.042552845,-85.59085541,2.7,269.03,30.218389299,14.19335022,7.89,161795.6601,NA,1810222.7277,0.0893788690331887,4.13955,69.73595,3000,2435,2.45,359,3.63
"NLA06608-0823",1,NA,"MICX",5.92,6.5,2.084,"WI",51,0.980833333333333,12.6583333333333,9.4,11,1,206,"WI","07",25.8,45.50212807,-92.42758598,18.3,353.94,220.3464305,5.8,NA,NA,NA,NA,NA,NA,NA,331,5,5.92,7,0.725
"NLA06608-0824",1,NA,"MICX",3.39,5.5,6.229,"OK",28,0.108333333333333,21.1933333333333,19.72,6,0,247,"OK","07",27.01,36.703659175,-96.41905868,7.8,266.81,325.37168524,15.137299805,8.66,NA,NA,NA,NA,NA,NA,309,5,3.39,22,7.08
"NLA06608-0824",1,"NLA12_OK-109--1--X","MICX",3.88,NA,6.77,"OK",28,NA,NA,26.6,0,5,171,"OK","12",26.6,36.703659175,-96.41905868,7.8,266.81,325.37168524,15.137299805,8.66,687474.1666,NA,10436386.6753,0.0658728147958583,72.3585,664.31845,690,50,3.88,30,20.3
"NLA06608-0824",1,"NLA12_OK-109--1--L","MICL",3.88,NA,6.99,"OK",28,NA,NA,26.6,0,5,171,"OK","12",26.6,36.703659175,-96.41905868,7.8,266.81,325.37168524,15.137299805,8.66,2797915.3984,0.1062,5349990.6245,0.522975757300787,72.3585,664.31845,690,50,3.88,30,20.3
"NLA06608-0825",1,NA,"MICX",5.65,NA,39.696,"UT",13,NA,NA,20.9,0,4,248,"UT","07",21.4,37.65022613,-113.5241332,4.3,1654,31.41373022,10.2,NA,NA,15,NA,NA,NA,NA,1001,5,5.65,88,21
"NLA06608-0827",1,NA,"MICX",5.35,NA,11.6,"CO",25,NA,NA,24,0,6,185,"CO","07",24.6,39.99509279,-105.11210195,4.85,1620.93,18.2457294395,10.227399905,2.13,NA,NA,NA,NA,NA,NA,543,11,5.35,23,5.75
"NLA06608-0827",1,"NLA12_CO-110--1--X","MICX",6.1,NA,15.62,"CO",25,NA,NA,17,0,4,149,"CO","12",18.3666666666667,39.99509279,-105.11210195,4.85,1620.93,18.2457294395,10.227399905,2.13,292338.6387,0.18316,1623387.7206,0.180079370436504,691.60265,701.4929,824,32,6.1,43,8.89
"NLA06608-0827",1,"NLA12_CO-110--1--L","MICL",6.1,NA,20,"CO",25,NA,NA,17,0,4,149,"CO","12",18.3666666666667,39.99509279,-105.11210195,4.85,1620.93,18.2457294395,10.227399905,2.13,780389.4799,0.22579,43549962.9203,0.0179194062995685,691.60265,701.4929,824,32,6.1,43,8.89
"NLA06608-0828",1,NA,"MICX",10.74,NA,68.4,"MS",73,NA,NA,28.38,NA,NA,191,"MS","07",28.51,33.14111916,-90.35919239,2.45,34.39,77.4847376685,17.764349975,11.87,NA,0.28,NA,NA,NA,NA,1510,42,10.74,114,9.73
"NLA06608-0828",1,"NLA12_MS-104--1--L","MICL",10.3,NA,35.04,"MS",73,NA,NA,27.9,NA,NA,159,"MS","12",28.15,33.14111916,-90.35919239,2.45,34.39,77.4847376685,17.764349975,11.87,187733.3301,1.05791,8671746.1855,0.0216488497338527,204.5433,4394.04335,1316,1,10.3,129,5.89
"NLA06608-0828",1,"NLA12_MS-104--1--X","MICX",10.3,NA,34.08,"MS",73,NA,NA,27.9,NA,NA,159,"MS","12",28.15,33.14111916,-90.35919239,2.45,34.39,77.4847376685,17.764349975,11.87,98588.3283,1.46778,2898607.6402,0.0340123054023267,204.5433,4394.04335,1316,1,10.3,129,5.89
"NLA06608-0830",1,NA,"MICX",79.82,NA,272,"ND",42,NA,NA,NA,NA,NA,241,"ND","07",NA,47.3145341,-99.4057224,0.6,542.28,44.89524389,4.5,NA,NA,NA,NA,NA,NA,NA,15563,5,79.82,1617,233
"NLA06608-0831",1,NA,"MICX",1.21,NA,1.304,"SC",66,NA,NA,NA,NA,NA,199,"SC","07",NA,35.0628110266667,-82.6844333066667,26.1666666666667,380.96,183.88486248,14.641450195,7.97,NA,NA,NA,NA,NA,NA,44,5,1.21,4,1.72
"NLA06608-0831",1,"NLA12_SC-103--1--X","MICX",1.09,5.5,1.348,"SC",66,8.07894736842105,11.7052631578947,8.6,0,19,156,"SC","12",23.9,35.0628110266667,-82.6844333066667,26.1666666666667,380.96,183.88486248,14.641450195,7.97,363.3144,NA,408321.034,0.000889776351810473,11.4479,190.62095,53,19,1.09,22,0.25
"NLA06608-0831",1,"NLA12_SC-103--1--L","MICL",1.09,5.5,1.08,"SC",66,8.07894736842105,11.7052631578947,8.6,0,19,156,"SC","12",23.9,35.0628110266667,-82.6844333066667,26.1666666666667,380.96,183.88486248,14.641450195,7.97,413.8035,0.17441,346895.3475,0.00119287705350387,11.4479,190.62095,53,19,1.09,22,0.25
"NLA06608-0831",2,"NLA12_SC-103--2--X","MICX",1.3,10.5,1.232941176,"SC",66,6.68666666666667,10.9666666666667,8.7,1,14,233,"SC","12",25.5,35.0628110266667,-82.6844333066667,26.1666666666667,380.96,183.88486248,14.641450195,7.97,61617.2939,NA,293806.719,0.209720506425859,11.51085,178.45225,85,3,1.3,14,0.58
"NLA06608-0831",2,"NLA12_SC-103--2--L","MICL",1.3,10.5,1.41,"SC",66,6.68666666666667,10.9666666666667,8.7,1,14,233,"SC","12",25.5,35.0628110266667,-82.6844333066667,26.1666666666667,380.96,183.88486248,14.641450195,7.97,524007.6386,NA,2849304.3278,0.183907220259829,11.51085,178.45225,85,3,1.3,14,0.58
"NLA06608-0833",1,NA,"MICX",0.48,NA,0.792,"MT",41,NA,NA,17.5,0,9,218,"MT","07",17.6,48.90066286,-113.79482,8.5,1482,105.3238619,0.8,NA,NA,NA,NA,NA,NA,NA,104,36,0.48,1,0.489
"NLA06608-0834",1,NA,"MICX",5.24,4.5,8.053,"AZ",81,2.96842105263158,19.6842105263158,18.3,14,5,151,"AZ","07",25.8,33.5610715966667,-111.5152041,22.7,459,373.4885306,21.499749755,14.19,NA,NA,NA,NA,NA,NA,583,5,5.24,23,2.54
"NLA06608-0834",1,"NLA12_AZ-101--1--X","MICX",3.95,3.5,3.228,"AZ",81,5.99142857142857,17.547619047619,16.3,0,21,128,"AZ","12",21.53,33.5610715966667,-111.5152041,22.7,459,373.4885306,21.499749755,14.19,16682.5559,NA,887175.3401,0.0188041248961221,9.2408,186.8395,321,2,3.95,40,1.47
"NLA06608-0834",1,"NLA12_AZ-101--1--L","MICL",3.95,3.5,3.31,"AZ",81,5.99142857142857,17.547619047619,16.3,0,21,128,"AZ","12",21.53,33.5610715966667,-111.5152041,22.7,459,373.4885306,21.499749755,14.19,13478.4544,NA,620129.9026,0.0217348886797577,9.2408,186.8395,321,2,3.95,40,1.47
"NLA06608-0834",2,"NLA12_AZ-101--2--L","MICL",3.99,4.5,7.15,"AZ",81,4.64736842105263,20.6684210526316,19.6,3,16,165,"AZ","12",25.9,33.5610715966667,-111.5152041,22.7,459,373.4885306,21.499749755,14.19,725366.0386,NA,1892997.3803,0.383183857594692,1.4059,89.0739,355,0,3.99,51,1.05
"NLA06608-0834",2,"NLA12_AZ-101--2--X","MICX",3.99,4.5,6.773333333,"AZ",81,4.64736842105263,20.6684210526316,19.6,3,16,165,"AZ","12",25.9,33.5610715966667,-111.5152041,22.7,459,373.4885306,21.499749755,14.19,785485.5077,NA,6315842.3149,0.12436749819528,1.4059,89.0739,355,0,3.99,51,1.05
"NLA06608-0836",1,NA,"MICX",15.53,1.4,2.695,"AZ",22,10.3,22,21.9,0,2,240,"AZ","07",23.1,35.73708099,-109.5195801,2.3,1960.5,110.9901187,9.6,NA,NA,NA,NA,NA,NA,NA,1184,5,15.53,51,3.3
"NLA06608-0837",1,NA,"MICX",9.05,NA,55.584,"ID",12,NA,NA,22.4,1,2,199,"ID","07",22.7,43.32737958,-113.92576525,3.05,1452.11,81.5273856515,6.763580015,-1.05,NA,NA,NA,NA,NA,NA,1460,12,9.05,109,9.95
"NLA06608-0837",1,"NLA12_ID-110--1--L","MICL",9.96,2.095,4.7,"ID",12,0.055,18.17,17.18,2,0,211,"ID","12",21.58,43.32737958,-113.92576525,3.05,1452.11,81.5273856515,6.763580015,-1.05,35527.0495,NA,4989433.7299,0.00712045723487584,85.38,497.182,954,2,9.96,44,1.34
"NLA06608-0837",1,"NLA12_ID-110--1--X","MICX",9.96,2.095,4.88,"ID",12,0.055,18.17,17.18,2,0,211,"ID","12",21.58,43.32737958,-113.92576525,3.05,1452.11,81.5273856515,6.763580015,-1.05,NA,NA,4263632.6541,0,85.38,497.182,954,2,9.96,44,1.34
"NLA06608-0842",1,NA,"MICX",0.79,3.5,1.557,"WY",17,9.06,6.245,4.7,0,20,212,"WY","07",14.9,44.98259563,-109.5385322,26,3139,15.43754853,-2.5,NA,NA,NA,NA,NA,NA,NA,71,5,0.79,13,0.643
"NLA06608-0843",1,NA,"MICX",2.32,NA,2.565,"AL",68,NA,NA,28.9,0,5,198,"AL","07",29.4,33.28828061,-87.1410494,3.8,148.45,42.73934657,16.7,NA,NA,NA,NA,NA,NA,NA,196,5,2.32,8,2.27
"NLA06608-0846",1,NA,"MICX",9.17,NA,31.84,"WI",50,NA,NA,19.8,0,5,239,"WI","07",20.2,45.70912647,-89.877230685,4.75,464.14,1780.11833575,4.649295045,-1.18,NA,1.3,NA,NA,NA,NA,875,5,9.17,39,12.6
"NLA06608-0846",1,"NLA12_WI-109--1--X","MICX",12,NA,22.1,"WI",50,NA,NA,19.9,0,4,234,"WI","12",20.2,45.70912647,-89.877230685,4.75,464.14,1780.11833575,4.649295045,-1.18,4743401.8185,0.444,9749492.9776,0.486528051191814,16.0968,496.1428,760,19,12,49,11.3
"NLA06608-0846",1,"NLA12_WI-109--1--L","MICL",12,NA,18.5,"WI",50,NA,NA,19.9,0,4,234,"WI","12",20.2,45.70912647,-89.877230685,4.75,464.14,1780.11833575,4.649295045,-1.18,2411276.6649,0.283,4549211.2109,0.530042803711231,16.0968,496.1428,760,19,12,49,11.3
"NLA06608-0847",1,NA,"MICX",7.91,NA,189.36,"OH",55,NA,NA,25.16,0,3,241,"OH","07",25.16,40.52821138,-84.49692799,2.2,263.19,5114.443686,10.4,NA,NA,78,NA,NA,NA,NA,3572,5,7.91,395,51.2
"NLA06608-0849",1,NA,"MICX",4.03,7.5,4.696,"WA",1,9.07777777777778,11.4055555555556,8,0,18,211,"WA","07",19.5,48.09040077,-124.6325273,43.9,10.11,3036.176287,9.6,NA,NA,NA,NA,NA,NA,NA,189,46,4.03,5,0.649
"NLA06608-0850",1,NA,"MICX",3.75,9.5,2.304,"UT",19,2.66428571428571,15.1928571428571,11.5,14,0,218,"UT","07",21.3,40.76400873,-111.3907566,23.5,1840,420.1827721,6.4,NA,NA,NA,NA,NA,NA,NA,486,12,3.75,19,1.71
"NLA06608-0851",1,NA,"MICX",8.84,NA,7.8,"SD",42,NA,NA,17.8,0,3,155,"SD","07",17.8,45.772655055,-99.641024265,3.55,562.5,57.7621525255,5.92098511,-0.12,NA,0.12,NA,NA,NA,NA,1104,5,8.84,44,5.17
"NLA06608-0851",1,"NLA12_SD-108--1--X","MICX",7.67,NA,9.955555556,"SD",42,NA,NA,25.4,0,3,198,"SD","12",25.4,45.772655055,-99.641024265,3.55,562.5,57.7621525255,5.92098511,-0.12,347131.3184,0.10574,6982894.3867,0.0497116667067406,414.60075,710.5268,1023,3,7.67,57,4.91
"NLA06608-0851",1,"NLA12_SD-108--1--L","MICL",7.67,NA,17.76,"SD",42,NA,NA,25.4,0,3,198,"SD","12",25.4,45.772655055,-99.641024265,3.55,562.5,57.7621525255,5.92098511,-0.12,221308.1934,0.12371,1813594.9453,0.122027354549884,414.60075,710.5268,1023,3,7.67,57,4.91
"NLA06608-0856",1,NA,"MICX",4.58,4.5,9.467,"OK",29,0.12,17.554,14.23,5,0,169,"OK","07",26.02,34.286087445,-97.16870818,8.4,245.42,160.737071505,17.258950195,11.12,NA,NA,NA,NA,NA,NA,483,5,4.58,31,5.17
"NLA06608-0856",1,"NLA12_OK-119--1--L","MICL",5.74,3.5,28.8,"OK",29,0.214,24.628,19.9,5,0,205,"OK","12",29.9,34.286087445,-97.16870818,8.4,245.42,160.737071505,17.258950195,11.12,3789028.6126,NA,3818000.0437,0.992411882983657,33.1396,140.5524,1180,50,5.74,17,11.7
"NLA06608-0856",1,"NLA12_OK-119--1--X","MICX",5.74,3.5,38.8,"OK",29,0.214,24.628,19.9,5,0,205,"OK","12",29.9,34.286087445,-97.16870818,8.4,245.42,160.737071505,17.258950195,11.12,8832013.1902,NA,9226359.4337,0.957258738255999,33.1396,140.5524,1180,50,5.74,17,11.7
"NLA06608-0857",1,NA,"MICX",3.38,NA,12.72,"NC",45,NA,NA,NA,NA,NA,172,"NC","07",NA,36.17652473,-79.76105079,5.8,218.37,501.248966,14.7,NA,NA,0.16,NA,NA,NA,NA,469,5,3.38,31,4.01
"NLA06608-0859",1,NA,"MICX",7.4,5.5,11.472,"WI",53,0.2,10.0357142857143,6.4,14,0,185,"WI","07",25.6,42.78877715,-88.21979209,19,235.53,489.3771604,8.2,NA,NA,1.3,NA,NA,NA,NA,913,5,7.4,33,5.26
"NLA06608-0860",1,NA,"MICX",3.29,NA,11.168,"IA",47,NA,NA,25.2,2,7,199,"IA","07",25.9,41.77555566,-91.58457902,9.3,207.23,1241.453394,9.7,NA,NA,NA,NA,NA,NA,NA,6672,6186,3.29,222,24.4
"NLA06608-0860",2,NA,"MICX",3.62,NA,6.672,"IA",47,NA,NA,26,8,0,232,"IA","07",26.6,41.77555566,-91.58457902,9.3,207.23,1241.453394,9.7,NA,NA,NA,NA,NA,NA,NA,1710,1232,3.62,232,21.7
"NLA06608-0862",1,NA,"MICX",11.28,3.5,3.568,"WI",50,1.125,12.725,8.9,4,0,219,"WI","07",23.6,46.13959313,-90.20943735,7.3,482.22,17.46040749,4.4,NA,NA,NA,NA,NA,NA,NA,654,5,11.28,11,1.16
"NLA06608-0863",1,NA,"MICX",2.66,5.35,14.384,"OH",70,0.3,21.3,21.3,1,0,182,"OH","07",24.8,40.55157389,-81.23795266,6.2,281.89,604.0491796,10.2,NA,NA,0.1,NA,NA,NA,NA,446,5,2.66,36,4.88
"NLA06608-0864",1,NA,"MICX",11.22,NA,9.223,"CO",26,NA,NA,20.7,5,6,175,"CO","07",23.7,38.30074235,-102.7548778,5.06666666666667,1181.28,303.646098953333,11.61505005,2.93,NA,NA,NA,NA,NA,NA,973,5,11.22,11,6.67
"NLA06608-0864",1,"NLA12_CO-101--1--L","MICL",31.2,1.25,18.88,"CO",26,6.73333333333333,23.9,23.9,0,2,194,"CO","12",25.1,38.30074235,-102.7548778,5.06666666666667,1181.28,303.646098953333,11.61505005,2.93,134123.5294,0.17655,2798255.0386,0.0479311312049325,72.43295,1100.63395,3058,0,31.2,76,9.59
"NLA06608-0864",1,"NLA12_CO-101--1--X","MICX",31.2,1.25,12.667,"CO",26,6.73333333333333,23.9,23.9,0,2,194,"CO","12",25.1,38.30074235,-102.7548778,5.06666666666667,1181.28,303.646098953333,11.61505005,2.93,211193.0087,0.15512,2083748.2514,0.101352458752206,72.43295,1100.63395,3058,0,31.2,76,9.59
"NLA06608-0864",2,"NLA12_CO-101--2--X","MICX",34.42,NA,64.4,"CO",26,NA,NA,19.9,NA,NA,233,"CO","12",20,38.30074235,-102.7548778,5.06666666666667,1181.28,303.646098953333,11.61505005,2.93,NA,0.28017,16753365.6049,0,45.5787,700.9856,3531,0,34.42,124,26.98
"NLA06608-0864",2,"NLA12_CO-101--2--L","MICL",34.42,NA,52.8,"CO",26,NA,NA,19.9,NA,NA,233,"CO","12",20,38.30074235,-102.7548778,5.06666666666667,1181.28,303.646098953333,11.61505005,2.93,416441.9421,0.19436,4576095.6346,0.0910037672620453,45.5787,700.9856,3531,0,34.42,124,26.98
"NLA06608-0865",1,NA,"MICX",9.63,NA,83.52,"FL",75,NA,NA,29.4,1,3,254,"FL","07",29.5,28.0262635,-81.90969367,2.9,40.58,9.715760487,22.4,NA,NA,0.75,NA,NA,NA,NA,1489,5,9.63,100,12.6
"NLA06608-0868",1,NA,"MICX",7.14,NA,29.48,"KY",72,NA,NA,NA,NA,NA,229,"KY","07",NA,37.61578723,-87.85835615,4.3,138.33,34.76562665,14,NA,NA,1.3,NA,NA,NA,NA,1184,5,7.14,61,11.6
"NLA06608-0869",1,NA,"MICX",7.03,NA,11.657,"PA",62,NA,NA,22.6,NA,NA,220,"PA","07",23.6,41.41393411,-75.02535883,1.6,361.42,29.10658062,7.9,NA,NA,NA,NA,NA,NA,NA,479,5,7.03,44,3.16
"NLA06608-0870",1,NA,"MICX",0.34,NA,0.488,"OR",4,NA,NA,8.6,0,28,220,"OR","07",13.3,44.317063185,-122.04597875,42,795.16,63.6915375295,8.218815005,2.14,NA,NA,NA,NA,NA,NA,87,5,0.34,43,0.552
"NLA06608-0870",1,"NLA12_OR-106--1--L","MICL",0.3,1.5,1.48,"OR",4,11.4913043478261,9.14565217391304,7.8,0,23,191,"OR","12",11.8,44.317063185,-122.04597875,42,795.16,63.6915375295,8.218815005,2.14,6487.0205,NA,421168.1834,0.0154024467081812,0.2439,1.5995,16,2,0.3,62,0.14
"NLA06608-0870",1,"NLA12_OR-106--1--X","MICX",0.3,1.5,0.997894737,"OR",4,11.4913043478261,9.14565217391304,7.8,0,23,191,"OR","12",11.8,44.317063185,-122.04597875,42,795.16,63.6915375295,8.218815005,2.14,396.6197,NA,235777.1783,0.0016821801959787,0.2439,1.5995,16,2,0.3,62,0.14
"NLA06608-0871",1,NA,"MICX",18.51,NA,256.32,"MN",46,NA,NA,21.1,NA,NA,192,"MN","07",21.1,45.39184932,-96.09372175,1.2,327.56,91.94809388,6.2,NA,NA,0.92,NA,NA,NA,NA,5378,5,18.51,407,68.5
"NLA06608-0872",1,NA,"MICX",7.58,NA,14.32,"KS",27,NA,NA,25.5,3,1,171,"KS","07",25.7,37.70523851,-97.05592896,2.7,385.74,88.73501648,13.7,NA,NA,NA,NA,NA,NA,NA,1129,352,7.58,276,60.8
"NLA06608-0873",1,NA,"MICX",6.39,2.5,9.98,"AZ",23,8,16.1333333333333,15.8,0,3,170,"AZ","07",18.8,34.786960007,-111.23066045,5.4,2066,49.3828142035,8.868359985,0.84,NA,NA,NA,NA,NA,NA,433,39,6.39,141,111
"NLA06608-0874",1,NA,"MICX",3.97,2.5,14.16,"MI",56,1.83,10.8,5.8,8,2,241,"MI","07",22.1,43.49984691,-86.02363273,11.8,232.11,23.02731521,7.9,NA,NA,NA,NA,NA,NA,NA,3441,3097,3.97,29,4.82
"NLA06608-0875",1,NA,"MICX",8.71,NA,6.136,"MI",56,NA,NA,19.5,2,4,256,"MI","07",20.2,42.42600499,-84.93952274,6.3,272.91,45.7886331,8.9,NA,NA,0.52,NA,NA,NA,NA,720,5,8.71,16,2.38
"NLA06608-0877",1,NA,"MICX",7.27,NA,11.8,"AZ",81,NA,NA,30.5,0,4,255,"AZ","07",30.8,33.39139717,-114.71668005,4.25,69.11,55.0064519925,23.004350585,15.13,NA,NA,NA,NA,NA,NA,878,5,7.27,14,3.84
